,Drug,ECFP_PCA
2582,DB07978,"[0.9012488417155089, -0.02253633464031787, 0.010761956766691927, 0.1587122465601856, 0.7917760739463915]"
2583,DB07443,"[0.7967765424292368, -1.1144503226361913, 0.3431052163215198, 0.12410362759139125, 0.004499713657437996]"
2584,DB07977,"[1.1061832289310738, -0.5215351423041934, -0.1587713543445015, 0.34094680036194247, 0.9688631098745859]"
2585,DB07561,"[0.9448914931307869, -0.6359102125774773, 0.34555943042797643, 0.6362832249989375, 1.337976649583307]"
2586,DB08172,"[1.1601966845400205, -0.27012781448762285, -0.1340283144342453, -0.11422681478674458, 1.2303080951461267]"
2588,DB08169,"[0.7827807397682547, -0.2963437280948648, 0.41811775700338283, -0.41440536158355656, -0.6024542929097704]"
2589,DB04583,"[0.8584238828483393, -1.056750564205218, 0.07084998568630828, 0.15273033468979952, -0.6410703006192421]"
2590,DB07646,"[-1.4191295173430785, -1.536858674788282, -0.1089890147839481, -0.41423207749789404, 0.1170182793417196]"
2591,DB08008,"[0.5594891892254149, -0.18038928667298307, -1.6798995466601503, 0.39306400247025636, 0.5539630810611695]"
2592,DB08249,"[-1.5896287564904836, -1.0781465794224605, 0.30044868164447713, -0.400562038367288, 0.5034627834520874]"
2593,DB02281,"[-1.7821381228743518, 0.8335330936021276, -1.1254426630060304, 1.5100618379278836, -1.3491775487499473]"
2594,DB02158,"[-0.6768255810905757, 0.24919443512936185, -0.32712178949976595, -0.1923718283354345, -0.6353832167211574]"
2595,DB02933,"[-1.5425597695050972, 1.3891546000200945, -0.9229299448434859, 1.7725166915912882, -0.917825447264423]"
2596,DB02282,"[-2.424830843305084, 1.822077462848509, -0.9545395451359089, 2.2842713830656582, -1.1063235613997235]"
2597,DB08164,"[0.9103863117720818, 1.1311957787553253, -0.9866002883329545, 0.06760461619813617, -0.23425657247987558]"
2598,DB03253,"[-1.2057411643628917, -0.5115214415777434, -0.301816517211893, -0.9259598814732476, -0.9149211359498156]"
2599,DB01884,"[-0.7623762364677775, -0.3964354581811487, 0.9023531616602108, -0.47347527098003395, -0.38705744641351725]"
2600,DB07067,"[0.3602087859709077, 0.42991079997458276, -0.049957821213700626, 0.28246216109286054, -0.09363939648912883]"
2601,DB06127,"[-0.8943688842920535, 0.46249569575708566, 1.162740835760002, -0.7255009966303503, 0.5993476217278776]"
2602,DB08672,"[0.45029712951629564, -0.668501748757244, 1.1735678244288856, 0.5662989742884593, 0.35978895361183966]"
2603,DB08445,"[0.03031326449351402, 1.0171882520130948, -1.1495855524321754, 0.2742086430831745, 0.5467510296356142]"
2604,DB07271,"[-0.031409773774422965, 0.8872518106515928, 0.5093424870213775, -0.4071936303215131, -0.5230732538829223]"
2606,DB07412,"[0.3829518522026091, -1.3992297476799613, -0.4276259727122356, 0.13956678334837472, -1.3131987174828388]"
2607,DB07021,"[0.3375856395144438, 0.35841839568569767, -1.6128739699921513, -0.26699092658158124, -0.5380333493037268]"
2608,DB06993,"[0.27241925459307165, 1.0020988218390232, 0.4320444094959297, -0.47387533469396254, 0.0684141268498891]"
2609,DB04578,"[0.4483599297843658, 0.2938838913742658, 0.8976682497898264, -0.022144629721065845, -1.0836465873553394]"
2610,DB06939,"[-0.8277617761615305, 0.41653661312809986, 1.112736735913199, -0.7967857409683728, -0.3242299114373276]"
2611,DB07081,"[0.0766126497267965, 0.7415094601989756, 0.2925526839994563, 0.08914255785767457, 0.07060337556561513]"
2612,DB06880,"[-1.1046135683460454, 0.2377613933231704, 1.2772520946017896, -0.5477472325548817, -0.42366712353989]"
2613,DB07193,"[0.1727358189883472, 0.5498336631565515, -1.2234784400285263, -0.28852614528828935, 0.0979715826309968]"
2614,DB03660,"[-0.2336968254691431, -1.2643343909821236, 1.2928596212845895, 0.7378905584861936, -0.6175343045052546]"
2615,DB07830,"[0.12203476497526107, 0.8158273969713696, -0.4990230886391749, -0.8487497805333389, -0.5310140777501382]"
2616,DB08051,"[1.0806325345957937, -0.12412108160268384, 0.6533635398393376, 0.03452647315987726, -0.9089956438732386]"
2617,DB07851,"[0.3733764278183569, 1.1747357972123853, -0.670526629600741, -0.7858070491545686, 0.37381702191447314]"
2618,DB07239,"[0.9532677475360156, -0.304427002697849, -1.3718519283152106, 0.593936754038236, -0.6773095947804004]"
2619,DB07135,"[0.7020808768446325, 1.044738917495405, 0.29675095516737693, -0.3668056088000827, -0.5251408831994075]"
2620,DB07356,"[-1.0632245652325687, 0.19035922936913224, 1.1981688927142464, -0.5067716718166367, -0.7832096697118123]"
2621,DB04577,"[0.13629074177193617, -0.8176126266274292, -0.3806719257187953, -0.710503795434351, -1.28603766382692]"
2622,DB08504,"[0.25115043287385536, 0.8713754297996605, 0.11544940703815716, -0.059643864242357375, -0.30562110996988995]"
2623,DB07072,"[0.028154130453281693, 0.5717904642315321, -0.8035725269387562, -0.7075681870603875, -0.8426837901363368]"
2624,DB08530,"[1.1357225155006063, 0.259478926616371, -0.2935633211445373, -0.09075041259122936, -1.3877384063130322]"
2625,DB04491,"[-1.1665437597489072, -1.3339042488574537, 0.042888900377697235, -0.36623433395093685, 0.2816268050143471]"
2626,DB07015,"[0.7292593591763191, 0.710889360609082, -0.3364225324169169, -0.137340007994115, -1.0512701937518163]"
2627,DB07092,"[0.2589126237945208, 1.181535644887003, 0.3271406980095585, -0.7223270084236572, -0.25994442628286785]"
2629,DB07181,"[0.7152025235531535, -0.7962673004586284, 0.05158012083389622, 0.801106686418108, 0.0670254890052477]"
2630,DB07154,"[-0.10974148019256255, 0.9557609053477576, 0.5926750965678377, -0.5919268805224153, -0.3063596215662584]"
2631,DB07666,"[0.6763455743129614, 0.7817402899784185, -1.0546182671303406, 0.3732489567208121, -0.10972670403520926]"
2632,DB04876,"[-0.8435486842418412, 0.6873642414182741, 0.9281320552447327, -1.263773319197027, -0.5860187033156063]"
2633,DB06994,"[0.22470867403550232, 0.8467299088832861, -0.45382986737488396, -0.18430479736644959, 0.385214060683879]"
2634,DB02004,"[0.5028638535794602, -0.38496808334591465, -1.4419665236880033, 0.6781334810124766, 0.9714822836256354]"
2635,DB07482,"[-0.6095917390500922, 0.4310956571383268, 0.45101674843280026, -1.3141724697374702, -0.5273600478879119]"
2636,DB08382,"[0.08898985463215227, 0.7025394490616239, -0.3810188798600436, -0.8116275531250308, -0.6166367048290307]"
2637,DB08588,"[1.176273327063422, 1.025321124843413, -0.020831050218361662, -0.29179821314573184, -1.9096355966520184]"
2638,DB07328,"[0.6750338888735163, 1.1104813885993894, 0.9855310828136636, -0.2482288646497729, 0.5964216110208398]"
2639,DB07465,"[-1.267335369816602, 0.05270786660925469, 0.6689688206416962, -0.8596871840893935, -0.5961965555047456]"
2640,DB08024,"[1.224416366417412, 0.3874475933419464, 1.71668816853316, -0.055222755134321136, -1.656988644360673]"
2641,DB08429,"[1.4371119627234321, 1.1213694569911257, 1.1872128879411339, 0.07677730254324272, -0.1510648675951176]"
2642,DB08044,"[0.14774440979218326, 0.5598020293043416, -0.05953692757574368, -0.4776812261736575, -0.3507642374715821]"
2643,DB07779,"[1.1024513675980976, 0.7856115262379234, 1.5333421032839867, 0.1609522920207014, -1.1909474327957967]"
2645,DB08743,"[1.051332722637729, 1.2872751544416505, 0.04293874540107464, -0.4390271053840232, -1.444261248834677]"
2647,DB00975,"[-0.6217449159321587, -0.01325849036230166, -0.5049924842456891, -0.5409343185216974, -0.9213660686393164]"
2648,DB04272,"[-1.2180411865538137, -1.5785521435334942, 0.6621355492489179, -0.1499734149284354, -0.30666056155585386]"
2649,DB08729,"[-0.019500483872151246, 0.7808628025901263, -1.2730934789608852, 0.28829943011680037, 0.361146975385522]"
2650,DB01972,"[-2.452063114942385, 2.5378301732159447, -1.0465844278094558, 2.6404589570724477, -0.9234510845070109]"
2651,DB08750,"[0.9365390223536739, 0.33419828817652486, -0.1719477539351489, -0.15405741365087214, -0.680680831850433]"
2652,DB07405,"[0.42648930281568137, 0.5867146867107627, -0.8899222656808601, -0.1992674400718294, 0.09210178081125851]"
2654,DB04400,"[-0.6986171500813616, 0.1265809641668487, -0.4411579878442984, -0.0020623125768876173, -0.512820241307962]"
2655,DB07011,"[0.4924942905771032, 1.3069362946042637, -0.7196009888621697, -0.45346168004216647, -0.26644395938813414]"
2656,DB08214,"[-0.3447291639942892, -0.5137020417047109, -1.2655915858606532, 0.027889599671507573, -0.5969821599579572]"
2657,DB07389,"[0.3015195003426548, -0.1923837685018788, -0.27834245354325565, 1.1794749879049333, 0.8901143694067358]"
2658,DB06879,"[0.1205522716286873, 0.5987786414811139, -0.31503524476184297, -0.49006750271718186, 0.3337478071185792]"
2659,DB05252,"[0.31216295656398585, -0.10804839482614413, -0.050018449463284875, 0.7925754504412121, 1.5115169367174572]"
2660,DB07029,"[0.20394961208648388, 0.5096757178948705, -1.5990422148929129, -0.04907239403476964, 0.7329102820050482]"
2661,DB06916,"[1.0884272682739597, 1.4717458634977045, 0.30051621376419785, -0.07525605621614308, 0.05961799606704071]"
2662,DB03953,"[-1.108756865770038, -1.327945790008584, 1.683018627545707, 0.8466020848405145, -0.4973019162564831]"
2663,DB07306,"[0.44976929252465797, 1.3360785922485445, -0.10512019853217384, 0.4074597879487038, 0.5977269787181919]"
2664,DB07003,"[-0.5494646546720207, 0.14525251718201435, -1.1154680842322802, -0.5718602888205514, -0.4215239905270045]"
2665,DB07002,"[0.49825611294460836, 1.4524431758335237, -0.4204642553958687, 0.008629605289610346, 1.3513174673052972]"
2666,DB07007,"[-0.0943154242541576, 0.6594614967860101, -1.3944295914535418, -0.11350604332974273, 0.34916111585275705]"
2668,DB07008,"[0.1478482065951266, 0.556578715673564, -1.7827765488801128, 0.23773582964144696, 0.45076228468095897]"
2670,DB02462,"[0.5396209219877836, -0.5809220103870447, -0.6854848344275194, -0.15196525751341936, 0.38787858931866565]"
2671,DB07318,"[0.1771425860977799, 0.6756837551994668, -0.22879958381012303, 0.6279314965802105, -0.06291363781915027]"
2672,DB01835,"[-1.205986934303952, -1.253981938918498, 1.4545541260654347, 0.4049785557347886, -0.21323362098272625]"
2675,DB01890,"[-1.2460876954941942, 0.9786231832756929, 1.8700338809513, -0.9006083129721285, 0.7910156934461621]"
2676,DB07215,"[0.731186897597494, -0.3316138149026927, 0.183435628067381, 1.0954472661390502, 1.212615748729211]"
2677,DB03878,"[1.1946176665660275, -0.06049861249855641, -1.0532652555712707, 1.3743652043642585, 1.0679758097260008]"
2679,DB08043,"[0.9169676058111428, -0.6045218701528732, -0.7227495547561069, 0.6226774505954241, 1.1364732617264703]"
2680,DB08350,"[1.2699198210417366, 0.11703482594854958, -0.7764150447611303, 0.6905627626053309, 1.2983279292690268]"
2681,DB08583,"[0.4460508705216594, 0.5735916389715913, -0.731947032834404, 0.8966244750889644, 0.699502396448998]"
2682,DB07831,"[1.1248999876096502, 0.20403213029676667, 0.3465272685355495, 0.45262757650914864, 0.5085670236223718]"
2683,DB00171,"[-3.072957976885193, 2.720530976582531, -1.03285494368855, 3.524818294135098, -1.1620641347551213]"
2684,DB08339,"[1.3039640401234385, 0.3912294994916376, -1.2120185354766866, 0.6541312793229355, 0.06764096459453647]"
2685,DB01251,"[0.6467212433710748, 1.6225735388629168, 0.3396081100480648, -0.843605175278188, 1.5088822130253532]"
2686,DB01289,"[0.8603981739667188, 0.4378811939688643, 0.22064924091833837, 0.2312001246134913, 0.6173555868820786]"
2687,DB00118,"[-2.266678248834943, 1.957363016488056, -0.030900636639897457, 2.4803572091995845, -0.7937075656753583]"
2688,DB04858,"[-0.03197506065022678, -0.9803584078815102, -1.2823435933643645, 0.23391987457798594, -1.0423304752166478]"
2689,DB06689,"[-1.4096389059365355, -1.4972076299376027, 1.3862813312036215, 0.047028602184669574, 0.18318652704413171]"
2690,DB01586,"[-1.314383971844726, 0.3927120074784431, 1.663994394652644, -1.4071045288638613, 0.0420098509514219]"
2691,DB06728,"[0.041005429674055925, -1.4250713968809587, -0.8076574856888074, 0.016429859726945065, -1.154545752913073]"
2692,DB00158,"[0.5320191159831577, 0.1872481259111204, 0.4731946423348978, 1.8442361374446867, -0.411365751344879]"
2693,DB01782,"[0.4684151561195124, -0.7234250251249529, -1.03411504211876, -0.006659598823539398, -0.9963185132611715]"
2694,DB07272,"[-0.03283655468428788, 0.1986672249657437, -0.3076760681431372, 1.144570815650201, 1.8675005348785054]"
2695,DB07218,"[0.206839138570776, 0.013113964165147866, -1.2923293560560007, -0.1673273297796896, 0.2429723850247678]"
2696,DB07276,"[0.5214774341552197, 0.38961003681554696, -0.24568335263976954, 1.0628252908324405, 2.4393836296690847]"
2697,DB06917,"[-0.047145477482208605, -0.8544000333240096, -0.8794583701606152, 0.1209264801404198, 0.027125550954562365]"
2698,DB07102,"[0.75767018650579, -0.8009344798998824, 1.5823017148424317, 1.447332228797887, 0.017805916678237776]"
2699,DB06828,"[0.49861173983175333, -0.37548772440584016, -1.3392595701411758, 0.19541878422290468, 0.09667106817746318]"
2700,DB07099,"[0.8542340896391175, -0.8342865860344906, 0.6476470706364366, 0.9847817881007265, 0.20758527111307998]"
2701,DB07292,"[-0.22237671570663825, -0.8209069342628308, -1.2754519966263733, 0.34814557283558356, -0.4443006507030355]"
2702,DB07104,"[0.850307784618516, -0.8053171537267374, 0.8749566853834406, 1.025275132403092, 0.2655003496621736]"
2703,DB07196,"[0.510710751932623, -1.037045272822068, -0.6344521751258247, -0.056356317906047414, -0.498526810338187]"
2704,DB07259,"[0.17462774586602028, -1.2105675280060126, -0.8115773812970374, 0.15141180601435342, -0.8389532202904395]"
2705,DB07258,"[0.350792666366918, 0.2686452904997022, -0.5226998689784678, -0.004358703067017889, 0.10698817215622575]"
2706,DB08040,"[0.7158149797259199, -1.0192012445582814, 1.8141620510396956, 0.7208256489947252, -0.5677085799155387]"
2708,DB08466,"[-0.07390026622378572, -1.2020466839033468, -0.5003233844212277, -0.16524487603308066, -0.20530628205977133]"
2709,DB03424,"[0.9329608525633064, -0.9371104947030551, 2.136158616971081, 0.9955373181583905, -0.7419027570182385]"
2710,DB07094,"[-0.3524463218600321, -1.0080210325523975, -0.92687365113591, 0.0222369207789344, -0.7700960966272489]"
2711,DB06851,"[0.9564492983493176, -1.0675931155160283, -0.7471623740498138, 0.6259406778454423, -0.9831464259324546]"
2712,DB07260,"[0.937927366305743, 0.26058241614235356, -0.24581907633233258, 0.04037660178043133, -0.5037549283072377]"
2713,DB07237,"[-0.01599816579094179, 0.6300113981437003, -0.15886372015505668, -0.5068182427727833, 0.44382741347873295]"
2714,DB02062,"[0.6691075107305652, -0.7320434112465708, 1.865472035143936, 1.4667805136241876, -0.562538384857086]"
2716,DB07162,"[0.34889428076094364, -0.47834082924619653, -1.4182300454120922, 0.5661277773618943, 0.4643567320847475]"
2717,DB04716,"[0.027548062044067453, -0.018323488114424684, -1.6113604681736082, -0.01638648476371006, 0.1302037300665551]"
2718,DB07161,"[0.6818370525182189, -0.8873692900485995, -1.4122926628463688, 0.49116007584813776, -1.077106790962156]"
2721,DB08067,"[0.42855430122763394, 1.037590311112652, -0.13307168806708197, 0.3847953815689536, 0.3668581665355465]"
2722,DB00288,"[-1.4144369412410502, 1.8157325563507738, 0.7010609008808556, -1.7993511489414673, 0.6793087451285312]"
2723,DB00993,"[-0.7292357137384557, -0.10353094457236893, -1.1344385599320141, 0.40602086520936076, -0.23486313489124935]"
2724,DB05913,"[1.1647426361756963, -0.18815905239484576, -0.4797677111402668, 1.2138931120306664, 1.042833568659446]"
2725,DB01962,"[-0.4353105798432183, -0.8210596053941435, 1.3710980535204058, 1.268970765142236, 0.05372103550006608]"
2727,DB02236,"[-2.4927221707586575, 0.5228093358831755, 0.6880103732447073, 1.2475700123992677, -0.057982659691084286]"
2728,DB03546,"[0.36301444791471704, 0.020652045038792668, 1.2674242646118377, 1.0090875085215167, -0.3724130513276588]"
2729,DB07330,"[0.5490591761803488, 0.8871008586015157, 0.04620127930615091, -0.27600661808884475, -0.5526129575860275]"
2730,DB07232,"[0.32452064285010496, 0.17092413611427199, -0.5134747518164247, -0.5704759540192358, -0.018703590723387804]"
2731,DB03509,"[0.5764297771807176, -0.41302316093253877, -1.2200808881090701, 0.9226919451551346, -0.15272660650602393]"
2732,DB07787,"[0.9864723494625955, 0.16110665082613032, -0.17355718215206872, -0.6537777304100723, -1.4321001579981931]"
2733,DB03722,"[0.25883461206176855, -0.4013287750648751, -1.1727607107232747, -0.9519882536946814, -0.3306356745379131]"
2734,DB07096,"[-0.002712858635029787, -0.678647345161408, -1.1407375924985166, -0.5825400332916331, -0.7275873228488913]"
2735,DB03072,"[0.7491611969114162, 0.7184958673761449, -1.2852497515155459, -0.504248591777393, -0.5573440468106879]"
2736,DB03073,"[0.4071236821935531, -0.6286608104999385, -0.2837777536778911, 0.1045835399025826, 1.3483291497369847]"
2737,DB04010,"[0.663320887328726, -0.02161123815964339, -0.7657435792414621, 0.7800520024378037, 1.1200699540181172]"
2738,DB02498,"[-1.96869035703579, 3.33193270609836, -0.6663417175723977, 3.330975541696297, -1.0975483019373242]"
2739,DB02690,"[0.22617983902125607, -0.49681405163787684, -1.2189673934857865, -0.18599885929270213, -0.17798141064539388]"
2741,DB02341,"[0.6533778907027927, 1.3136440447401738, 1.4223302957306427, -0.7321374733682018, -0.08504443383614342]"
2743,DB03925,"[0.9444356479422327, 0.15209034508349006, 0.7582380601679224, 1.2822804045702603, -0.3960566343776166]"
2747,DB01250,"[-0.1089282217935937, -0.9668384230604654, -0.21263685947068678, -0.3803514772952129, 0.03814201197960799]"
2749,DB07479,"[0.07464238332440569, 0.021821608283462055, -0.47770356072761677, -0.36913632521886575, -0.9438200857923611]"
2750,DB03222,"[-2.489389049362643, 2.8186770972198296, -0.921172870608089, 2.6503245207922244, -1.0712295700812258]"
2752,DB00928,"[-2.081813830839484, 1.436470489123358, -0.9389458135823172, 1.438449667997764, -1.1254067837272022]"
